qseqid,sseqid,pident,length,mismatch,gapopen,qstart,qend,sstart,send,evalue,bitscore,qcovs,organism
sp|W8JIS5|IO_CATRO,CAA3007723.1,79.648,511,102,1,5,515,4,512,0.0,814.0,89.43,Olea europaea subsp. europaea
sp|W8JIS5|IO_CATRO,XP_022899380.1,79.648,511,102,1,5,515,4,512,0.0,813.0,89.43,Olea europaea var. sylvestris
sp|W8JIS5|IO_CATRO,KAK4396455.1,76.772,508,115,1,8,515,7,511,0.0,807.0,89.57,Sesamum angolense
sp|W8JIS5|IO_CATRO,KAG8376656.1,77.756,508,111,2,8,515,319,824,0.0,804.0,88.58,Buddleja alternifolia
sp|W8JIS5|IO_CATRO,KAG8376656.1,40.69,290,163,3,23,311,17,298,4.74e-70,247.0,63.45,Buddleja alternifolia
sp|W8JIS5|IO_CATRO,KAA8516657.1,80.041,486,97,0,27,512,28,513,0.0,802.0,90.12,Nyssa sinensis
sp|W8JIS5|IO_CATRO,KAM7464286.1,76.07,514,121,2,4,515,3,516,0.0,800.0,90.08,Lonicera macranthoides
sp|W8JIS5|IO_CATRO,XP_011094434.1,76.772,508,115,1,8,515,7,511,0.0,799.0,89.57,Sesamum indicum
sp|W8JIS5|IO_CATRO,XP_058204108.1,72.835,508,137,1,7,513,2,509,0.0,798.0,86.42,Rhododendron vialii
sp|W8JIS5|IO_CATRO,KAG5556690.1,73.092,498,132,1,18,513,13,510,0.0,795.0,87.75,Rhododendron griersonianum
sp|W8JIS5|IO_CATRO,KAI3473941.1,75.93,511,120,1,5,515,4,511,0.0,793.0,88.45,Paulownia fortunei
sp|W8JIS5|IO_CATRO,XP_059669433.1,78.629,496,106,0,18,513,13,508,0.0,789.0,89.92,Cornus florida
sp|W8JIS5|IO_CATRO,KAM7531646.1,76.562,512,115,1,4,515,3,509,0.0,789.0,88.48,Lonicera macranthoides
sp|W8JIS5|IO_CATRO,KAM7468304.1,73.084,535,120,3,4,515,3,536,0.0,788.0,86.36,Lonicera macranthoides
sp|W8JIS5|IO_CATRO,XP_058204109.1,74.016,508,131,1,7,513,2,509,0.0,786.0,87.99,Rhododendron vialii
sp|W8JIS5|IO_CATRO,KAK6147119.1,75.538,511,122,1,5,515,4,511,0.0,784.0,87.67,Rehmannia glutinosa
sp|W8JIS5|IO_CATRO,ALV83446.1,84.141,454,72,0,62,515,1,454,0.0,782.0,91.85,Olea europaea subsp. europaea
sp|W8JIS5|IO_CATRO,KAK4481147.1,74.951,511,125,1,5,515,4,511,0.0,781.0,88.26,Penstemon davidsonii
sp|W8JIS5|IO_CATRO,KAM7526118.1,78.395,486,100,1,30,515,29,509,0.0,780.0,89.09,Lonicera macranthoides
sp|W8JIS5|IO_CATRO,AHX24364.1,78.029,487,102,1,29,515,28,509,0.0,780.0,89.32,Lonicera japonica
sp|W8JIS5|IO_CATRO,CAN4758394.1,73.386,511,135,1,5,515,4,513,0.0,779.0,86.11,Veronica longifolia
sp|W8JIS5|IO_CATRO,XP_051130969.1,74.023,512,130,1,4,515,6,514,0.0,779.0,87.5,Andrographis paniculata
sp|K7WDL7|IRIS_CATRO,AMB61018.1,98.966,387,4,0,1,387,1,387,0.0,788.0,99.22,Lonicera japonica
sp|K7WDL7|IRIS_CATRO,XHC56416.1,88.402,388,45,0,1,388,1,388,0.0,725.0,93.3,Ochrosia elliptica
sp|K7WDL7|IRIS_CATRO,XDF18252.1,85.567,388,56,0,1,388,1,388,0.0,705.0,92.27,Gelsemium elegans
sp|K7WDL7|IRIS_CATRO,KAL3505075.1,83.632,391,61,1,1,388,1,391,0.0,687.0,90.54,Cinchona calisaya
sp|K7WDL7|IRIS_CATRO,WIE96229.1,81.679,393,66,1,1,387,1,393,0.0,679.0,90.33,Mitragyna speciosa
sp|K7WDL7|IRIS_CATRO,CAI9115927.1,78.68,394,78,2,1,388,1,394,0.0,652.0,87.06,Oldenlandia corymbosa var. corymbosa
sp|K7WDL7|IRIS_CATRO,CAI9115928.1,74.458,415,79,2,1,388,1,415,0.0,644.0,82.17,Oldenlandia corymbosa var. corymbosa
sp|K7WDL7|IRIS_CATRO,XYA23380.1,77.551,392,84,1,1,388,1,392,0.0,637.0,85.2,Carapichea ipecacuanha
sp|K7WDL7|IRIS_CATRO,CAN8770570.1,76.35,389,91,1,1,388,1,389,0.0,634.0,86.38,Galium boreale
sp|K7WDL7|IRIS_CATRO,ASK39427.1,76.471,391,88,2,1,388,1,390,0.0,632.0,86.7,Swertia mussotii
sp|K7WDL7|IRIS_CATRO,AKI87774.1,76.531,392,87,2,1,388,1,391,0.0,630.0,84.95,Gentiana crassa subsp. rigescens
sp|K7WDL7|IRIS_CATRO,CAN8788750.1,77.635,389,81,4,1,388,1,384,0.0,630.0,86.89,Galium boreale
sp|K7WDL7|IRIS_CATRO,AKI87775.1,76.276,392,88,2,1,388,1,391,0.0,628.0,84.95,Gentiana crassa subsp. rigescens
sp|K7WDL7|IRIS_CATRO,KAK3011715.1,73.815,401,91,2,1,388,1,400,0.0,627.0,83.54,Escallonia herrerae
sp|K7WDL7|IRIS_CATRO,CAK9155403.1,74.485,388,96,1,1,388,1,385,0.0,627.0,85.82,Ilex paraguariensis
sp|K7WDL7|IRIS_CATRO,KAK2999198.1,78.804,368,77,1,21,388,6,372,0.0,619.0,87.77,Escallonia herrerae
sp|K7WDL7|IRIS_CATRO,KAL2471582.1,74.742,388,94,2,1,388,1,384,0.0,617.0,85.05,Abeliophyllum distichum
sp|K7WDL7|IRIS_CATRO,KAK2985645.1,78.261,368,79,1,21,388,35,401,0.0,617.0,87.5,Escallonia rubra
sp|K7WDL7|IRIS_CATRO,KAL2489276.1,74.674,383,93,2,6,388,104,482,0.0,615.0,86.16,Forsythia ovata
sp|K7WDL7|IRIS_CATRO,CAN8783576.1,77.984,377,79,3,13,388,392,765,0.0,615.0,87.8,Galium boreale
sp|K7WDL7|IRIS_CATRO,CAN8783576.1,57.801,391,156,4,1,385,1,388,6.57e-160,475.0,74.94,Galium boreale
sp|K7WDL7|IRIS_CATRO,CAN8764763.1,77.719,377,80,3,13,388,392,765,0.0,613.0,87.53,Galium boreale
sp|K7WDL7|IRIS_CATRO,CAN8764763.1,57.545,391,157,4,1,385,1,388,1.44e-160,477.0,75.19,Galium boreale
sp|K7WDL7|IRIS_CATRO,QOL71526.1,72.564,390,105,1,1,388,1,390,0.0,610.0,84.36,Valeriana jatamansi
sp|K7WDL7|IRIS_CATRO,KAL2489194.1,75.132,378,93,1,11,388,5,381,0.0,610.0,85.98,Forsythia ovata
sp|K7WDL7|IRIS_CATRO,CAI9771365.1,73.028,393,100,2,1,388,1,392,0.0,592.0,82.95,Fraxinus pennsylvanica
sp|K7WDL7|IRIS_CATRO,CAI9115926.1,78.177,362,73,2,1,356,1,362,0.0,588.0,86.46,Oldenlandia corymbosa var. corymbosa
sp|K7WDL7|IRIS_CATRO,ALV83438.1,72.01,393,104,2,1,388,1,392,0.0,587.0,83.21,Olea europaea subsp. europaea
sp|K7WDL7|IRIS_CATRO,QMS55274.1,70.361,388,114,1,2,388,4,391,0.0,587.0,83.51,Gardenia jasminoides
sp|K7WDL7|IRIS_CATRO,XP_022874521.1,71.756,393,105,2,1,388,1,392,0.0,585.0,82.95,Olea europaea var. sylvestris
sp|K7WDL7|IRIS_CATRO,CAA2998868.1,74.394,371,94,1,18,388,24,393,0.0,581.0,85.71,Olea europaea subsp. europaea
sp|K7WDL7|IRIS_CATRO,CAA2999133.1,74.124,371,95,1,18,388,9,378,0.0,579.0,85.71,Olea europaea subsp. europaea
sp|K7WDL7|IRIS_CATRO,XP_071924634.1,69.845,388,116,1,2,388,421,808,0.0,576.0,82.73,Coffea arabica
sp|K7WDL7|IRIS_CATRO,XP_071924634.1,59.288,393,154,3,1,388,1,392,1.27e-165,491.0,74.05,Coffea arabica
sp|B2KPR3|LAMT_CATRO,XHC56420.1,86.29,372,49,2,1,371,1,371,0.0,658.0,91.13,Ochrosia elliptica
sp|B2KPR3|LAMT_CATRO,QDD67562.1,80.914,372,64,2,2,371,8,374,0.0,624.0,88.44,Uncaria tomentosa
sp|B2KPR3|LAMT_CATRO,XYA23383.1,79.57,372,70,3,2,371,11,378,0.0,619.0,88.44,Carapichea ipecacuanha
sp|B2KPR3|LAMT_CATRO,WIE96233.1,80.376,372,66,2,2,371,8,374,0.0,618.0,89.52,Mitragyna speciosa
sp|B2KPR3|LAMT_CATRO,UYZ56985.1,79.893,373,67,3,2,371,8,375,0.0,618.0,89.01,Hamelia patens
sp|B2KPR3|LAMT_CATRO,KAL3508960.1,82.584,356,60,2,18,371,20,375,0.0,614.0,90.73,Cinchona calisaya
sp|B2KPR3|LAMT_CATRO,KAL3508959.1,81.844,358,61,2,18,371,20,377,0.0,609.0,89.94,Cinchona calisaya
sp|B2KPR3|LAMT_CATRO,KAL3502926.1,77.394,376,73,5,1,371,1,369,0.0,602.0,88.3,Cinchona calisaya
sp|B2KPR3|LAMT_CATRO,QWX38535.1,79.564,367,66,3,9,371,20,381,0.0,600.0,87.47,Ophiorrhiza pumila
sp|B2KPR3|LAMT_CATRO,CAI9089024.1,75.141,354,86,2,18,369,9,362,0.0,559.0,86.16,Oldenlandia corymbosa var. corymbosa
sp|B2KPR3|LAMT_CATRO,AMB61019.1,73.743,358,91,3,16,371,11,367,0.0,557.0,86.03,Lonicera japonica
sp|B2KPR3|LAMT_CATRO,KAM7503053.1,72.905,358,94,3,16,371,11,367,0.0,553.0,85.75,Lonicera macranthoides
sp|B2KPR3|LAMT_CATRO,KAM7497720.1,71.978,364,99,3,10,371,5,367,0.0,552.0,84.89,Lonicera macranthoides
sp|B2KPR3|LAMT_CATRO,CAN8781856.1,73.371,353,89,2,22,369,1,353,0.0,551.0,86.97,Galium boreale
sp|B2KPR3|LAMT_CATRO,CAN8777167.1,73.654,353,88,2,22,369,1,353,0.0,551.0,86.69,Galium boreale
sp|B2KPR3|LAMT_CATRO,CAN8800014.1,73.088,353,90,2,22,369,1,353,0.0,550.0,86.97,Galium boreale
sp|B2KPR3|LAMT_CATRO,KAK2966624.1,72.676,355,95,2,18,371,9,362,0.0,546.0,84.51,Escallonia rubra
sp|B2KPR3|LAMT_CATRO,KAK2983370.1,72.676,355,95,2,18,371,9,362,0.0,545.0,84.23,Escallonia rubra
sp|B2KPR3|LAMT_CATRO,KAK2998844.1,71.671,353,98,2,18,369,9,360,0.0,537.0,84.14,Escallonia herrerae
sp|B2KPR3|LAMT_CATRO,KAK3032509.1,71.105,353,100,2,18,369,9,360,0.0,533.0,83.57,Escallonia herrerae
sp|B2KPR3|LAMT_CATRO,KAM7497727.1,68.436,358,110,3,16,371,13,369,0.0,514.0,82.68,Lonicera macranthoides
sp|B2KPR3|LAMT_CATRO,KAM7503061.1,68.156,358,111,3,16,371,13,369,6.38e-180,511.0,82.4,Lonicera macranthoides
sp|B2KPR3|LAMT_CATRO,XP_059664910.1,63.003,373,123,5,2,369,48,410,1.0999999999999999e-172,494.0,79.62,Cornus florida
sp|B2KPR3|LAMT_CATRO,XP_059664911.1,64.444,360,120,5,16,369,3,360,3.3899999999999996e-170,486.0,80.56,Cornus florida
sp|B2KPR3|LAMT_CATRO,XP_059665203.1,64.167,360,121,5,16,369,3,360,8.78e-170,485.0,80.83,Cornus florida
sp|B2KPR3|LAMT_CATRO,CAI9089026.1,75.265,283,69,1,88,369,1,283,1.9700000000000003e-157,451.0,87.28,Oldenlandia corymbosa var. corymbosa
sp|B2KPR3|LAMT_CATRO,KAL6975998.1,62.202,336,121,2,39,369,1,335,1.01e-148,431.0,77.98,Sarracenia purpurea var. burkii
sp|B2KPR3|LAMT_CATRO,WMS56963.1,55.469,384,137,5,18,369,11,392,3.84e-148,432.0,73.44,Nothapodytes tomentosa
sp|B2KPR3|LAMT_CATRO,8WWQ_A,58.64,353,139,3,18,368,10,357,2.16e-144,421.0,75.07,Gardenia jasminoides
sp|B2KPR3|LAMT_CATRO,QVL91739.1,58.64,353,139,3,18,368,36,383,4.1600000000000005e-144,421.0,75.07,Gardenia jasminoides
sp|B2KPR3|LAMT_CATRO,XAX32764.1,58.64,353,139,3,18,368,15,362,5.1000000000000005e-144,420.0,75.07,Gardenia jasminoides
sp|B2KPR3|LAMT_CATRO,XP_058208735.1,54.09,379,154,5,1,371,1,367,2.4299999999999996e-140,411.0,71.77,Rhododendron vialii
sp|B2KPR3|LAMT_CATRO,KAH7844450.1,56.164,365,149,5,12,371,6,364,5.08e-140,410.0,73.42,Vaccinium darrowii
sp|B2KPR3|LAMT_CATRO,KAH7843294.1,56.164,365,149,5,12,371,6,364,6.05e-140,410.0,73.42,Vaccinium darrowii
sp|B2KPR3|LAMT_CATRO,XP_058208733.1,53.034,379,159,4,1,371,1,368,6.44e-140,410.0,71.5,Rhododendron vialii
sp|B2KPR3|LAMT_CATRO,XP_058208732.1,53.989,376,153,5,4,371,31,394,1.18e-138,407.0,71.81,Rhododendron vialii
sp|B2KPR3|LAMT_CATRO,XP_071904222.1,56.056,355,145,4,18,368,34,381,1.0199999999999999e-137,405.0,74.65,Coffea arabica
sp|B2KPR3|LAMT_CATRO,KAK2987309.1,52.809,356,157,4,18,369,15,363,7.480000000000001e-132,389.0,74.44,Escallonia rubra
sp|B2KPR3|LAMT_CATRO,KAF7144724.1,55.263,342,139,4,38,371,2,337,2.16e-131,387.0,73.39,Rhododendron simsii
sp|B2KPR3|LAMT_CATRO,XP_058208727.1,51.105,362,168,3,18,371,23,383,4.67e-131,388.0,71.55,Rhododendron vialii
sp|B2KPR3|LAMT_CATRO,CAI9089025.1,75.417,240,57,2,18,255,9,248,5.31e-131,384.0,85.83,Oldenlandia corymbosa var. corymbosa
sp|B2KPR3|LAMT_CATRO,KAK9271711.1,51.831,355,168,3,15,368,43,395,4.72e-130,386.0,73.24,Liquidambar formosana
sp|B2KPR3|LAMT_CATRO,XP_059664906.1,63.793,290,94,6,16,299,3,287,1.23e-128,381.0,79.31,Cornus florida
sp|B2KPR3|LAMT_CATRO,KAF8407712.1,52.707,351,161,3,22,369,1,349,1.53e-127,378.0,70.37,Tetracentron sinense
sp|B2KPR3|LAMT_CATRO,KAF8407701.1,51.261,357,166,3,18,371,11,362,3.52e-127,377.0,68.63,Tetracentron sinense
sp|B2KPR3|LAMT_CATRO,CAK9177946.1,52.011,348,165,2,22,369,15,360,8.8e-127,376.0,71.26,Ilex paraguariensis
sp|B2KPR3|LAMT_CATRO,KAF7146143.1,53.079,341,147,3,38,370,2,337,1.26e-126,375.0,73.02,Rhododendron simsii
sp|B2KPR3|LAMT_CATRO,KAF7146302.1,52.89,346,144,3,38,371,2,340,1.6799999999999998e-126,375.0,71.97,Rhododendron simsii
ADP00410.1,A0A075D5I4.1,71.28,289,82,1,7,294,1,289,8.31e-154,439.0,84.43,Rauvolfia serpentina
ADP00410.1,A0A075D657.1,69.31,290,88,1,6,294,32,321,1.01e-147,424.0,83.1,Vinca minor
ADP00410.1,A0A075D6M1.1,62.887,291,105,2,7,294,1,291,6.01e-137,396.0,79.04,Rauvolfia serpentina
ADP00410.1,AHH02778.1,65.505,287,97,2,9,293,7,293,4.2e-136,394.0,79.79,Rauvolfia serpentina
ADP00410.1,AHH02783.1,62.63,289,107,1,7,294,1,289,5.12e-132,384.0,78.2,Vinca minor
ADP00410.1,AHH02779.1,62.238,286,107,1,9,293,6,291,6.490000000000001e-132,383.0,77.97,Rauvolfia serpentina
ADP00410.1,AHH02784.1,62.182,275,103,1,21,294,15,289,2.7200000000000002e-124,364.0,79.27,Vinca minor
ADP00410.1,A0A075D654.1,56.701,291,122,3,7,294,1,290,1.3900000000000002e-110,329.0,72.16,Rauvolfia serpentina
ADP00410.1,XP_059625110.1,46.758,293,154,2,2,293,59,350,2.83e-96,295.0,68.94,Cornus florida
ADP00410.1,XP_059659320.1,46.416,293,155,2,2,293,59,350,1.76e-95,293.0,68.26,Cornus florida
ADP00410.1,XP_027097247.1,46.897,290,152,2,5,293,19,307,2.53e-94,288.0,70.69,Coffea arabica
ADP00410.1,XP_027097246.1,46.897,290,152,2,5,293,45,333,2.74e-94,289.0,70.69,Coffea arabica
ADP00410.1,KAJ1702801.1,47.735,287,148,2,8,293,54,339,8.549999999999999e-94,288.0,68.99,Rhynchospora breviuscula
ADP00410.1,XP_059659319.1,46.259,294,155,3,2,293,59,351,9.96e-94,288.0,68.03,Cornus florida
ADP00410.1,XP_071926494.1,46.897,290,152,2,5,293,69,357,1.15e-93,289.0,70.69,Coffea arabica
ADP00410.1,XP_059625111.1,46.416,293,154,3,2,293,59,349,1.24e-93,288.0,68.6,Cornus florida
ADP00410.1,XP_027097244.1,46.897,290,152,2,5,293,101,389,1.7e-93,289.0,70.69,Coffea arabica
ADP00410.1,XP_023767658.1,45.907,281,150,2,14,293,60,339,3.37e-93,287.0,70.46,Lactuca sativa
ADP00410.1,KAO1642913.1,44.898,294,160,2,1,293,53,345,3.5e-93,287.0,70.41,Pilocarpus microphyllus
ADP00410.1,XP_059659322.1,46.075,293,155,3,2,293,59,349,7.63e-93,286.0,67.92,Cornus florida
ADP00410.1,XP_078882444.1,45.907,281,150,2,14,293,60,339,1.02e-92,286.0,70.11,Lactuca serriola
ADP00410.1,KAI3473263.1,45.993,287,153,2,8,293,9,294,2.23e-92,283.0,69.34,Paulownia fortunei
ADP00410.1,XP_078837562.1,45.907,281,150,2,14,293,60,339,2.36e-92,285.0,70.11,Lactuca saligna
ADP00410.1,XP_027100043.1,46.207,290,154,2,5,293,45,333,3.71e-92,284.0,70.0,Coffea arabica
ADP00410.1,XP_027100044.1,46.207,290,154,2,5,293,19,307,3.8e-92,283.0,70.0,Coffea arabica
ADP00410.1,KAJ4759028.1,46.758,293,154,2,2,293,49,340,4.2e-92,284.0,67.58,Rhynchospora pubera
ADP00410.1,PIN08725.1,46.341,287,152,2,8,293,74,359,4.44e-92,285.0,68.99,Handroanthus impetiginosus
ADP00410.1,KAJ4811470.1,46.758,293,154,2,2,293,49,340,4.79e-92,284.0,67.58,Rhynchospora pubera
ADP00410.1,KAJ4746352.1,47.059,289,151,2,6,293,86,373,7.08e-92,285.0,68.17,Rhynchospora pubera
ADP00410.1,XP_027151388.1,46.897,290,152,2,5,293,19,307,1.05e-91,282.0,70.34,Coffea eugenioides
ADP00410.1,GMH19690.1,46.975,281,147,2,14,293,15,294,1.08e-91,281.0,69.75,Nepenthes gracilis
ADP00410.1,CAN8666652.1,45.361,291,157,2,4,293,8,297,1.09e-91,281.0,68.38,Galium boreale
ADP00410.1,KAL3839650.1,45.993,287,153,2,8,293,67,352,1.1299999999999999e-91,284.0,69.69,Penstemon smallii
ADP00410.1,XP_027151387.1,46.897,290,152,2,5,293,45,333,1.8e-91,282.0,70.34,Coffea eugenioides
ADP00410.1,XP_027100042.1,46.207,290,154,2,5,293,101,389,2.15e-91,284.0,70.0,Coffea arabica
ADP00410.1,KAI3473996.1,45.993,287,153,2,8,293,75,360,2.96e-91,283.0,69.34,Paulownia fortunei
ADP00410.1,KAJ4799986.1,47.183,284,148,2,11,293,58,340,3.08e-91,282.0,68.66,Rhynchospora pubera
ADP00410.1,MIM5516248.1,45.423,284,153,2,11,293,76,358,3.4199999999999996e-91,282.0,69.37,Unknown
ADP00410.1,WOL14136.1,44.71,293,161,1,1,293,57,348,3.9099999999999996e-91,282.0,68.26,Canna indica
ADP00410.1,KAJ3707098.1,46.341,287,152,2,8,293,55,340,3.99e-91,281.0,68.29,Rhynchospora tenuis
ADP00410.1,CAN8661365.1,45.017,291,158,2,4,293,8,297,4e-91,280.0,68.38,Galium boreale
sp|A0A2P1GIW4|REDX1_CATRO,YBV67930.1,85.1,349,52,0,1,349,1,349,0.0,593.0,91.98,Tabernanthe iboga
sp|A0A2P1GIW4|REDX1_CATRO,XHA77573.1,71.795,351,99,0,3,353,27,377,6.4599999999999995e-180,511.0,82.34,Mitragyna parvifolia
sp|A0A2P1GIW4|REDX1_CATRO,XHA77574.1,71.51,351,100,0,3,353,27,377,6.1500000000000006e-179,508.0,82.34,Mitragyna speciosa
sp|A0A2P1GIW4|REDX1_CATRO,XHA77576.1,71.51,351,100,0,3,353,27,377,4.51e-178,506.0,81.77,Uncaria rhynchophylla
sp|A0A2P1GIW4|REDX1_CATRO,KAL3527495.1,73.789,351,92,0,3,353,27,377,7.54e-178,506.0,82.05,Cinchona calisaya
sp|A0A2P1GIW4|REDX1_CATRO,XHA77575.1,71.143,350,101,0,3,352,5,354,6.66e-177,502.0,83.43,Cephalanthus occidentalis
sp|A0A2P1GIW4|REDX1_CATRO,WNF20697.1,70.085,351,105,0,3,353,27,377,1.1399999999999999e-174,498.0,80.63,Mitragyna speciosa
sp|A0A2P1GIW4|REDX1_CATRO,YCO90883.1,70.94,351,102,0,3,353,27,377,9.64e-172,490.0,79.77,Cinchona pubescens
sp|A0A2P1GIW4|REDX1_CATRO,GMY12060.1,69.054,349,108,0,5,353,11,359,5.38e-171,488.0,81.38,Fagus crenata
sp|A0A2P1GIW4|REDX1_CATRO,KAL3527584.1,69.914,349,105,0,5,353,7,355,6.2499999999999996e-170,485.0,81.66,Cinchona calisaya
sp|A0A2P1GIW4|REDX1_CATRO,XP_071912772.1,70.94,351,102,0,3,353,5,355,1.05e-169,484.0,80.63,Coffea arabica
sp|A0A2P1GIW4|REDX1_CATRO,XP_059645435.1,68.258,356,106,1,1,349,1,356,1.0700000000000001e-169,484.0,80.34,Cornus florida
sp|A0A2P1GIW4|REDX1_CATRO,CAR5610630.1,68.116,345,110,0,5,349,12,356,1.2300000000000001e-169,484.0,80.58,Unknown
sp|A0A2P1GIW4|REDX1_CATRO,XP_034932162.1,67.714,350,113,0,5,354,11,360,3.29e-169,483.0,80.29,Populus alba
sp|A0A2P1GIW4|REDX1_CATRO,AAW45741.1,67.714,350,113,0,5,354,11,360,3.8e-169,483.0,80.29,Populus tremula x Populus tremuloides
sp|A0A2P1GIW4|REDX1_CATRO,1YQD_A,67.714,350,113,0,5,354,15,364,5.570000000000001e-169,483.0,80.0,Populus tremuloides
sp|A0A2P1GIW4|REDX1_CATRO,KAJ8765636.1,66.762,349,116,0,5,353,11,359,6.670000000000001e-169,482.0,81.09,Erythroxylum novogranatense
sp|A0A2P1GIW4|REDX1_CATRO,AAK58693.1,67.714,350,113,0,5,354,11,360,9.010000000000001e-169,482.0,80.0,Populus tremuloides
sp|A0A2P1GIW4|REDX1_CATRO,KAJ6864807.1,67.429,350,114,0,5,354,11,360,9.620000000000001e-169,482.0,80.29,Populus alba x Populus x berolinensis
sp|A0A2P1GIW4|REDX1_CATRO,WNF20698.1,70.145,345,103,0,5,349,13,357,1.0299999999999999e-168,482.0,80.29,Mitragyna speciosa
sp|A0A2P1GIW4|REDX1_CATRO,XP_027079442.1,70.085,351,105,0,3,353,5,355,1.3999999999999999e-168,481.0,80.34,Coffea arabica
sp|A0A2P1GIW4|REDX1_CATRO,XP_059645436.1,67.416,356,109,1,1,349,1,356,1.64e-168,481.0,80.06,Cornus florida
sp|A0A2P1GIW4|REDX1_CATRO,XP_061955310.1,67.429,350,114,0,5,354,11,360,1.9199999999999999e-168,481.0,80.29,Populus nigra
sp|A0A2P1GIW4|REDX1_CATRO,KAL9373993.1,67.429,350,114,0,5,354,11,360,2.44e-168,481.0,80.0,Populus x canadensis
sp|A0A2P1GIW4|REDX1_CATRO,XP_002322822.2,67.429,350,114,0,5,354,11,360,3.42e-168,480.0,80.0,Populus trichocarpa
sp|A0A2P1GIW4|REDX1_CATRO,XP_011004094.1,67.429,350,114,0,5,354,11,360,5.24e-168,480.0,80.0,Populus euphratica
sp|A0A2P1GIW4|REDX1_CATRO,XP_027178562.1,69.231,351,108,0,3,353,5,355,6.129999999999999e-168,479.0,80.06,Coffea eugenioides
sp|A0A2P1GIW4|REDX1_CATRO,KAL9336543.1,67.143,350,115,0,5,354,11,360,7.28e-168,479.0,80.29,Populus x canadensis
sp|A0A2P1GIW4|REDX1_CATRO,KAK4585050.1,68.481,349,110,0,5,353,12,360,1.1300000000000001e-167,479.0,80.23,Quercus rubra
sp|A0A2P1GIW4|REDX1_CATRO,CAN8813361.1,66.762,349,116,0,5,353,7,355,1.52e-167,478.0,81.38,Galium boreale
sp|A0A2P1GIW4|REDX1_CATRO,KAK9990921.1,68.195,349,111,0,5,353,12,360,1.6200000000000002e-167,479.0,79.66,Lithocarpus litseifolius
sp|A0A2P1GIW4|REDX1_CATRO,XP_027075677.2,69.231,351,108,0,3,353,5,355,2.13e-167,478.0,80.34,Coffea arabica
sp|A0A2P1GIW4|REDX1_CATRO,XP_034677177.1,68.195,349,111,0,5,353,25,373,2.14e-167,479.0,80.23,Vitis riparia
sp|A0A2P1GIW4|REDX1_CATRO,KAH8485330.1,67.143,350,115,0,5,354,11,360,2.56e-167,478.0,80.0,Populus deltoides
sp|A0A2P1GIW4|REDX1_CATRO,XP_027177663.1,69.231,351,108,0,3,353,20,370,2.7700000000000003e-167,479.0,80.34,Coffea eugenioides
sp|A0A2P1GIW4|REDX1_CATRO,XP_075652736.1,68.195,349,111,0,5,353,12,360,3.34e-167,478.0,80.52,Castanea sativa
sp|A0A2P1GIW4|REDX1_CATRO,XP_030969046.1,68.195,349,111,0,5,353,12,360,3.65e-167,478.0,80.52,Quercus lobata
sp|A0A2P1GIW4|REDX1_CATRO,KAF3946821.1,68.195,349,111,0,5,353,16,364,3.98e-167,478.0,80.52,Castanea mollissima
sp|A0A2P1GIW4|REDX1_CATRO,KAK4585052.1,68.195,349,111,0,5,353,12,360,7.51e-167,477.0,79.94,Quercus rubra
sp|A0A2P1GIW4|REDX1_CATRO,KAJ8771215.1,66.476,349,117,0,5,353,11,359,1.01e-166,477.0,79.94,Erythroxylum novogranatense
sp|A0A2P1GIW4|REDX1_CATRO,KAK4585048.1,68.195,349,111,0,5,353,12,360,1.18e-166,476.0,80.23,Quercus rubra
sp|A0A2P1GIW4|REDX1_CATRO,KAM3756810.1,68.195,349,111,0,5,353,12,360,1.2400000000000001e-166,476.0,79.94,Castanea mollissima
sp|A0A2P1GIW4|REDX1_CATRO,KAK4844323.1,66.762,349,116,0,5,353,11,359,1.41e-166,476.0,80.52,Acer negundo
sp|A0A2P1GIW4|REDX1_CATRO,XP_030974480.1,68.195,349,111,0,5,353,12,360,1.46e-166,476.0,79.94,Quercus lobata
sp|A0A2P1GIW4|REDX1_CATRO,CAN8813359.1,66.476,349,117,0,5,353,7,355,1.94e-166,476.0,81.09,Galium boreale
sp|A0A2P1GIW4|REDX1_CATRO,KAM3708994.1,68.195,349,111,0,5,353,12,360,2.1000000000000002e-166,476.0,79.94,Castanea mollissima
sp|A0A2P1GIW4|REDX1_CATRO,KAF3950790.1,68.195,349,111,0,5,353,12,360,2.2200000000000002e-166,476.0,79.94,Castanea mollissima
sp|A0A2P1GIW4|REDX1_CATRO,KAL4644432.1,67.908,349,112,0,5,353,12,360,2.53e-166,476.0,80.23,Castanea dentata
sp|A0A2P1GIY9|REDX2_CATRO,XUJ55406.1,84.83,323,49,0,1,323,1,323,0.0,584.0,93.5,Amsonia tabernaemontana
sp|A0A2P1GIY9|REDX2_CATRO,A0A9E7S518.1,82.663,323,56,0,1,323,1,323,0.0,572.0,91.64,Alstonia scholaris
sp|A0A2P1GIY9|REDX2_CATRO,YBV67931.1,83.282,323,54,0,1,323,1,323,0.0,572.0,91.02,Tabernanthe iboga
sp|A0A2P1GIY9|REDX2_CATRO,A0A9E7S5B9.1,77.399,323,73,0,1,323,1,323,0.0,515.0,87.93,Alstonia scholaris
sp|A0A2P1GIY9|REDX2_CATRO,KAL3512469.1,66.981,318,104,1,6,323,11,327,2.06e-165,471.0,84.59,Cinchona calisaya
